services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
cab economy,2024-07-07,21:36:43.799350,completed,Horamavu Banaswadi Area,Munnekollal Yard,18.0,RD1423237032400509,7.85,196.07,3.76,199.83,
cab economy,2024-08-05,10:21:18.799350,completed,Bhuvaneshwari Nagar Village,Whitefield Dam,27.0,RD1997149909550543,8.44,413.19,7.08,420.27,Amazon Pay
cab economy,2024-07-05,08:49:01.799350,completed,Electronic City Quadrant,Hulimavu Alcove,53.0,RD8189134995400950,10.21,396.84,9.02,405.86,QR scan
cab economy,2024-08-07,18:28:24.799350,completed,Koramangala 7th Block Trail,Sadashiva Nagar Square,24.0,RD9013151058482497,4.59,236.05,8.87,244.92,QR scan
bike,2024-07-07,19:31:24.799350,completed,KR Puram Station,Giri Nagar 5th Stage,21.0,RD7958893123617219,5.36,89.18,14.78,103.96,QR scan
bike lite,2024-07-05,02:34:58.799350,completed,Kanaka Nagar Trail,Horamavu Sector,15.0,RD7877051559816909,6.11,58.85,4.6,63.45,Amazon Pay
bike,2024-08-11,19:18:26.799350,completed,Kadugodi Plaza,Yelahanka Quarters,24.0,RD4069062312754413,3.91,77.6,2.85,80.45,Paytm
bike,2024-06-29,19:43:15.799350,completed,Rajajinagar Village,Dasarahalli Commons,23.0,RD2713632174977523,3.86,,,,
auto,2024-06-19,05:34:21.799350,completed,Tavarekere Fork,BTM 2nd Stage Commons,30.0,RD5057567391745846,9.12,250.14,4.1,254.24,
bike lite,2024-07-04,17:04:26.799350,completed,Chokkanahalli Place,Hebbal Kempapura Bay,20.0,RD1458796338201222,2.49,,,,
auto,2024-06-19,19:12:30.799350,completed,Sadashiva Nagar District,Rajajinagar 3rd Stage,29.0,RD1862099914328868,8.54,269.34,2.15,271.49,GPay
bike,2024-06-30,04:10:15.799350,completed,Subramanyapura Zone,Kadubeesanahalli Cove,27.0,RD5515154395951360,5.27,94.16,9.26,103.42,Amazon Pay
bike,2024-07-14,18:47:13.799350,completed,koramangala,Agara Dam,13.0,RD5340181673308998,2.79,68.63,4.68,73.31,GPay
cab economy,2024-08-09,00:01:39.799350,completed,Jakkasandra Plaza,Harohalli 6th Block,32.0,RD3087614157151543,9.84,,,,
cab economy,2024-07-09,19:29:52.799350,cancelled,Rachenahalli Valley,Avalahalli Arc,45.0,RD1112588460444272,9.38,,,,
BIKE,2024-06-22,17:04:30.799350,completed,Indiranagar Sector,Giri Nagar Estate,37.0,RD8983717984062315,11.07,137.73,22.28,160.01,QR scan
bike,2024-07-26,06:42:23.799350,cancelled,Kothnur 1st Stage,Kudlu Gate Landing,14.0,RD3352495884609426,4.27,,,,
auto,2024-06-24,06:29:44.799350,completed,Vidyaranyapura Terrace,Munnekollal Loop,13.0,RD6341680707837038,6.12,118.83,0.78,119.61,Paytm
bike,2024-07-15,09:27:49.799350,completed,Whitefield Crescent,Bommasandra Alley,85.0,RD4708571166134714,18.0,246.29,7.3,253.59,Paytm
bike,2024-07-11,07:12:46.799350,completed,Chikkalasandra Bay,Sadashiva Nagar View,24.0,RD1843682225537407,9.24,92.83,6.94,99.77,Paytm
auto,2024-08-01,18:22:25.799350,completed,Ulsoor Track,Yelahanka New Town 2nd Block,39.0,RD9069095305216294,7.86,186.58,0.65,187.23,Amazon Pay
cab economy,2024-07-22,04:17:21.799350,completed,Koramangala Village,Vasanth Nagar Farms,69.0,RD4156565732653160,24.5,663.61,13.93,677.54,QR scan
cab economy ,2024-07-30,07:26:09.799350,completed,Mahadevapura 3rd Stage,Kothanur Fields,39.0,RD4013060399193680,15.41,359.87,0.74,360.61,Paytm
auto,2024-07-07,20:02:03.799350,completed,Seshadripuram Woods,Nelamangala Bridge,47.0,RD2739248325725595,14.09,281.72,0.24,281.96,Amazon Pay
bike,2024-08-04,12:40:17.799350,completed,Kalena Agrahara Alcove,Vijayanagar Road,15.0,RD4124705406885784,4.25,51.63,6.81,58.44,Amazon Pay
auto,2024-06-30,05:47:06.799350,completed,HRBR Layout Estate,Dodda Banaswadi Complex,17.0,RD9193597722066125,6.76,184.84,1.02,185.86,Amazon Pay
auto,25/07/2024,04:10:38.799350,completed,Bellandur Outer Ring Road Run,KR Puram Village,46.0,RD0737490350182991,17.73,406.92,9.44,416.36,Paytm
bike,2024-06-17,23:54:16.799350,completed,Adugodi Estate,Indiranagar Park,7.0,RD4769946436871802,1.83,,,,
auto,2024-07-16,06:16:02.799350,completed,Sonnenahalli Promenade,Kothaguda 6th Block,15.0,RD7643844528116165,7.75,146.75,1.59,148.34,Amazon Pay
bike,2024-06-21,09:27:55.799350,completed,Kormangala,Seshadripuram Quarry,22.0,RD5492048197446456,7.13,84.63,8.85,93.48,QR scan
bike,2024-06-27,15:36:57.799350,completed,Rajajinagar Bridge,Kalyan Nagar Mews,22.0,RD2524848977408477,6.24,66.11,5.72,71.83,Amazon Pay
auto,2024-07-31,21:03:41.799350,completed,Chokkanahalli Extension,Vasanth Nagar Enclave,9.0,RD4747479362853032,3.99,93.18,0.53,93.71,GPay
auto,2024-07-08,20:14:11.799350,completed,Nagawara Grove,Hoodi 2nd Block,14.0,RD5377828472574837,3.63,81.72,5.59,87.31,GPay
cab economy,2024-06-19,08:43:33.799350,completed,Hennur Road Run,Kalena Agrahara 6th Stage,84.0,RD7544642087971254,14.59,537.38,4.27,541.65,Paytm
bike,2024-08-01,07:47:20.799350,completed,Kanakapura Summit,Kalyan Nagar Station,9.0,RD1397824342122407,2.74,36.92,2.23,39.15,QR scan
auto,2024-08-10,10:41:47.799350,completed,HRBR Layout Alcove,Chikkalasandra 5th Stage,26.0,RD5674979367960574,4.85,,,,
auto,2024-07-30,04:00:51.799350,completed,Subramanyapura Complex,Whitefield Boulevard,22.0,RD9256615973160129,5.61,165.53,7.53,173.06,GPay
parcel,2024-08-04,05:55:41.799350,completed,Basavanagudi Way,Horamavu Banaswadi Place,12.0,RD7391034985865904,3.48,71.52,1.21,72.73,Paytm
bike,2024-08-02,17:41:18.799350,completed,Thanisandra Quarters,Nagawara Woods,14.0,RD9570782113308639,2.01,60.06,0.42,60.48,QR scan
parcel,2024-07-01,17:11:03.799350,completed,Dommasandra Heights,MG Road Cross,8.0,RD5860596741062408,1.79,43.76,3.33,47.09,Paytm
parcel,2024-07-27,15:27:12.799350,completed,HRBR Layout Landing,Tavarekere Mews,10.0,RD7073822760541000,4.94,65.98,27.3,93.28,QR scan
bike,2024-07-07,18:29:08.799350,completed,Babusapalya Works,MG Road 5th Stage,15.0,RD2465244672781452,4.44,69.59,18.11,87.7,Amazon Pay
parcel,2024-07-25,12:27:17.799350,completed,Bhuvaneshwari Nagar Complex,Ramamurthy Nagar 4th Block,15.0,RD9894636694466068,3.34,52.78,4.36,57.14,GPay
bike,2024-07-14,02:30:59.799350,cancelled,Chikkabellandur Quarry,Gottigere Quarters,18.0,RD6605115615316250,5.28,,,,
auto,2024-07-16,18:51:06.799350,completed,Pai Layout Vista,Hulimavu Enclave,41.0,RD2263179111458434,11.4,263.52,0.33,263.85,Amazon Pay
bike,2024-08-11,17:10:34.799350,completed,Kudlu Gate Garden,Chandra Layout Dam,14.0,RD0695618867992898,5.01,,,,
cab economy,2024-07-23,18:30:52.799350,completed,Kasavanahalli Vista,Ramamurthy Nagar Summit,53.0,RD3867785164271476,10.41,512.74,12.13,524.87,Paytm
parcel,2024-07-13,11:46:37.799350,completed,Lingarajapuram Viewpoint,Balagere Cross,53.0,RD6834141619416032,28.8,279.64,0.23,279.87,GPay
 auto,2024-07-13,10:11:27.799350,completed,Kothanur Park,Ramamurthy Nagar Meadows,73.0,RD3693843768380785,13.85,479.56,6.45,486.01,QR scan
cab economy,2024-07-07,15:11:10.799350,completed,Kadugodi Township,Madivala Esplanade,44.0,RD9581449960584614,14.87,329.93,2.91,332.84,Amazon Pay
parcel,2024-07-11,13:23:17.799350,cancelled,Kasturi Nagar Pointe,Kundalahalli Valley,12.0,RD8072227570976454,3.61,,,,
bike lite,2024-08-10,00:31:58.799350,cancelled,Ganganagar Township,Koramangala 7th Block Extension,8.0,RD9923558208992968,1.35,,,,
auto,2024-06-18,13:35:19.799350,completed,ITI Layout Landing,MG Road Summit,14.0,RD9169570244566279,5.22,101.05,19.56,120.61,QR scan
auto,2024-06-26,06:13:52.799350,completed,koramangala,Hulimavu Harbor,23.0,RD6010888970868457,8.3,169.93,31.36,201.29,QR scan
bike,2024-08-09,09:12:49.799350,completed,Chikkalasandra Alley,Tavarekere Fields,23.0,RD5266370670329862,4.49,86.37,7.32,93.69,Amazon Pay
parcel,2024-08-10,02:03:14.799350,completed,Shivaji Nagar Pointe,Devarachikkanahalli Bay,14.0,RD5693229434125308,5.95,,,,
bike,2024-08-15,17:52:00.799350,completed,Bellandur Outer Ring Road Layout,Koramangala 8th Block Enclave,46.0,RD3370678254628785,10.35,160.81,15.46,176.27,Amazon Pay
cab economy,2024-07-18,08:02:19.799350,completed,Rajarajeshwari Nagar Quay,Ashok Nagar Cove,11.0,RD3536683617330723,3.47,187.75,5.23,192.98,Paytm
bike,2024-06-19,20:06:48.799350,completed,Chikkajala Bay,Horamavu Agara Cut,6.0,RD1754793793455278,2.87,,,,
auto,2024-06-30,17:35:10.799350,completed,Doddanekundi Enclave,Whitefield Close,29.0,RD6566220621134495,7.0,187.44,16.96,204.4,Paytm
bike,2024-07-12,17:52:06.799350,cancelled,Nagarbhavi Landing,Domlur Track,58.0,RD0661829527089957,16.89,,,,
cab economy,13/08/2024,13:56:40.799350,completed,Begur Landing,Munnekollal Garden,28.0,RD1594485256906448,15.58,329.09,7.79,336.88,Paytm
bike,2024-07-25,13:40:35.799350,completed,Kadubeesanahalli Trail,Dodda Banaswadi Cutting,5.0,RD6216339078762551,1.4,28.77,17.96,46.73,Paytm
bike,2024-08-06,06:29:38.799350,completed,BTM Layout Lane,Adugodi Landing,16.0,RD1817081177597028,2.69,42.3,16.22,58.52,Paytm
cab economy,2024-07-18,06:23:20.799350,completed,Sonnenahalli Terrace,KR Puram Plaza,14.0,RD2836858055476114,5.57,162.4,3.92,166.32,Amazon Pay
auto,2024-06-18,22:23:35.799350,cancelled,Dommasandra View,Dodda Banaswadi Commons,23.0,RD4473597668467679,5.41,,,,
auto,2024-07-02,12:10 PM,cancelled,HSR Layout 2nd Block,Hoodi Garden,29.0,RD8128667691883994,7.85,,,,
cab economy,2024-07-22,13:44:17.799350,completed,Horamavu Agara Valley,Sarjapur Loop,9.0,RD4558795329315364,4.21,135.07,4.1,139.17,GPay
cab economy,2024-07-28,10:22:53.799350,completed,Kanaka Nagar Works,Munnekollal Layout,44.0,RD6756456060986416,8.42,415.65,0.78,416.43,GPay
bike,2024-06-20,00:25:09.799350,completed,Agara Loop,Chikkagubbi Drive,5.0,RD1079034878449070,1.94,40.16,11.16,51.32,GPay
bike,2024-08-05,01:50:04.799350,completed,Devarachikkanahalli Cross,Avalahalli Landing,19.0,RD6272020401531384,5.23,68.66,6.71,75.37,Amazon Pay
 bike,2024-07-08,04:03:58.799350,completed,Kalyan Nagar Trail,Doddanekundi 3rd Block,17.0,RD9893039003956454,5.93,79.75,2.61,82.36,Paytm
parcel,2024-08-11,10:07:27.799350,completed,Begur Cutting,Chikkagubbi Alley,11.0,RD1533778832443234,2.53,51.05,1.99,53.04,Paytm
bike lite,2024-06-26,13:13:49.799350,completed,Peenya Meadows,Mysore Road Run,10.0,RD8553486823013360,3.45,30.32,3.25,33.57,Paytm
cab economy,2024-07-04,13:41:05.799350,cancelled,Kudlu 1st Block,VV Puram Viewpoint,37.0,RD7996965442189653,12.71,,,,
bike,2024-07-30,01:40 AM,cancelled,RMV 2nd Stage Close,Ganganagar Cutting,37.0,RD3449756230960683,15.29,,,,
cab economy,2024-07-18,14:07:04.799350,completed,Doddaballapur Run,Naganathapura Landing,149.0,RD8909394470177189,45.0,1008.92,15.57,1024.49,Paytm
bike,2024-07-19,06:33:59.799350,completed,Munnekollal Plaza,Ganganagar Arc,22.0,RD5482921335255782,5.21,67.49,3.94,71.43,GPay
auto,2024-08-11,07:22:23.799350,completed,Ramamurthy Nagar Heights,Kasavanahalli Road,28.0,RD7778684678675604,8.87,178.86,9.59,188.45,QR scan
bike,2024-08-04,14:07:13.799350,completed,Marathahalli Alcove,Malleshwaram Pier,28.0,RD9996502240441737,8.11,77.44,24.91,102.35,GPay
parcel,2024-07-07,15:10:37.799350,completed,Kalena Agrahara Terrace,BTM Layout Lane,14.0,RD1520795796661888,4.37,66.63,22.7,89.33,Amazon Pay
bike lite,2024-07-28,00:55:24.799350,completed,Banashankari Mews,Nandini Layout Fields,6.0,RD7637571623292386,2.43,35.46,1.78,37.24,GPay
cab economy,2024-06-25,13:17:48.799350,completed,Koramangala ,Nayandahalli Estate,9.0,RD6892718596914167,2.68,112.17,21.39,133.56,
bike,2024-07-04,14:01:26.799350,completed,Arekere 1st Block,Mysore Road Promenade,8.0,RD6320925096116962,2.09,33.04,2.63,35.67,Amazon Pay
auto,2024-06-26,00:14:45.799350,completed,Nagawara Cross,Basavanagudi Pointe,65.0,RD2888547671304566,23.51,,,,
bike lite,2024-07-06,18:01:24.799350,completed,Chikka Banaswadi Complex,Domlur Valley,18.0,RD5782852147656490,4.05,50.35,5.68,56.03,QR scan
parcel,11/07/2024,16:59:23.799350,cancelled,Kasavanahalli Dam,Bhuvaneshwari Nagar Village,16.0,RD5112323791223998,7.74,,,,
 bike,2024-07-11,07:16:11.799350,completed,BTM Layout Works,Rachenahalli Farms,8.0,RD7908526616535989,1.7,29.32,5.49,34.81,Paytm
bike,2024-07-02,13:55:01.799350,completed,Chikkagubbi 3rd Stage,Nagwara Bridge,28.0,RD8474175504836624,11.2,96.97,3.09,100.06,QR scan
bike,2024-08-03,01:22:44.799350,completed,Mahadevapura Meadows,Chikkajala Station,34.0,RD4099315676508123,8.66,121.12,2.9,124.02,GPay
cab economy,2024-06-18,23:24:13.799350,completed,Koramangala 7th Block Terrace,Doddaballapur View,17.0,RD4601091734866136,6.35,238.14,4.0,242.14,Amazon Pay
bike,2024-08-09,17:48:21.799350,completed,Naganathapura Plaza,Kalyan Nagar Arcade,29.0,RD5657342717241533,5.3,108.09,6.83,114.92,Amazon Pay
cab economy,2024-08-03,16:54:26.799350,completed,Chikkajala Meadows,Malleshwaram Quay,30.0,RD5847165291324204,9.77,264.33,18.89,283.22,Paytm
auto,2024-07-23,07:16:28.799350,completed,Yeshwanthpur Enclave,Kaval Byrasandra Sector,63.0,RD6097598877894845,18.34,318.11,5.35,323.46,QR scan
bike,2024-07-14,10:04:43.799350,completed,Billekahalli Enclave,Kalyan Nagar Way,14.0,RD1749579897668484,2.43,71.92,2.24,74.16,Amazon Pay
cab economy,2024-08-06,04:27:09.799350,completed,Koramangala 4th Block Plaza,Kalyan Nagar Pointe,13.0,RD4666122188533397,6.42,218.59,0.02,218.61,Paytm
bike,2024-06-29,23:37:05.799350,completed,Agara Park,Koramangala 6th Stage,77.0,RD9771303429537391,24.57,277.98,4.35,282.33,Amazon Pay
bike,2024-06-25,21:02:52.799350,completed,Dooravani Nagar Fields,Nagarbhavi Pointe,23.0,RD9164565223087073,8.01,78.74,3.03,81.77,GPay
bike ,2024-07-12,03:50:39.799350,completed,Agara Quarters,Chikkalasandra Mews,5.0,RD6271253445898826,2.76,,,,
parcel,2024-08-05,18:18:47.799350,cancelled,Marathahalli Boulevard,Babusapalya Summit,133.0,RD7367960700097014,35.0,,,,
bike,2024-07-03,10:58:07.799350,completed,Madivala Pass,Rachenahalli View,32.0,RD1787318810487888,4.65,,,,
cab economy ,2024-08-03,15:03:37.799350,completed,Kothanur Garden,Hosur Sarjapur Road Layout Depot,102.0,RD4716707443941349,42.73,772.39,0.46,772.85,Amazon Pay
cab economy,2024-08-03,06:59 AM,completed,Hulimavu Landing,Vidya Vihar Pier,32.0,RD1226336558633211,12.36,282.49,4.01,286.5,QR scan
bike,2024-07-01,18:55:57.799350,cancelled,Doddaballapur 4th Stage,Yelahanka New Town Alley,15.0,RD0808835351505871,1.61,,,,
bike,2024-06-23,16:49:17.799350,completed,Hebbal Viewpoint,Sadashiva Nagar Dam,14.0,RD9581121351634004,4.88,53.1,1.66,54.76,Paytm
cab economy,2024-06-23,21:56:48.799350,completed,Malleshwaram Station,Tavarekere Circle,22.0,RD4174754829451600,8.04,224.02,21.04,245.06,GPay
cab economy,2024-07-12,08:36:28.799350,completed,Harohalli Run,Hulimavu Terrace,15.0,RD8081653555777455,4.28,206.3,9.54,215.84,GPay
bike,2024-07-15,19:56:42.799350,completed,Kudlu Gate Bay,Madivala Loop,23.0,RD0858916023510046,3.24,91.86,10.5,102.36,Paytm
bike,2024-07-15,23:05:20.799350,completed,BTM 2nd Stage Complex,Basavanagudi Yard,58.0,RD4667696155198379,23.83,,,,
bike,2024-07-21,18:15:14.799350,completed,Vidya Vihar Drive,Benniganahalli 3rd Block,40.0,RD1329089413423591,7.64,144.27,3.34,147.61,QR scan
parcel,2024-07-21,20:36:48.799350,completed,Yelahanka New Town Quadrant,Hoodi Meadows,20.0,RD7521340276733904,6.05,72.56,4.84,77.4,Paytm
bike,2024-07-14,21:36:57.799350,completed,Electronic City Fork,Jayanagar Square,5.0,RD2174787627426826,1.0,,,,
cab economy,2024-06-29,20:37:59.799350,completed,Bommasandra Bay,Yelahanka New Town Nagar,19.0,RD7463720437131826,6.28,181.79,3.98,185.77,QR scan
auto,24/06/2024,08:48:26.799350,completed,Kaggalipura 5th Stage,Kundalahalli 5th Block,51.0,RD8742069866458412,14.13,423.37,2.95,426.32,Paytm
parcel,2024-07-25,19:06:02.799350,completed,Nagawara Hills,Whitefield Cross,11.0,RD0088859220244309,1.46,46.71,12.54,59.25,Paytm
bike,2024-07-19,10:49:52.799350,completed,Doddanekundi Layout,Thanisandra 3rd Stage,86.0,RD2813377091775917,16.26,299.71,4.4,304.11,Paytm
auto,2024-06-19,17:22:19.799350,completed,Bommanahalli 2nd Block,Seshadripuram Township,26.0,RD4290693713096136,5.22,,,,
parcel,2024-06-26,11:33:13.799350,cancelled,Yeshwanthpur Alley,Kalyan Nagar Fields,41.0,RD9964753930284159,16.93,,,,
bike,2024-08-14,19:53:44.799350,completed,Nagasandra Pier,Subbanna Palya Estate,38.0,RD9517987569851711,5.95,106.26,7.91,114.17,QR scan
cab economy,2024-08-15,05:11:11.799350,completed,koramangala,Anjanapura Arc,31.0,RD8935983242278028,14.0,434.03,6.01,440.04,QR scan
bike lite,2024-07-20,08:38:36.799350,completed,Chikkabellandur Extension,Kalyan Nagar Arcade,9.0,RD5633222939934181,3.69,41.06,17.4,58.46,Paytm
parcel,2024-08-14,07:43:01.799350,completed,Subbanna Palya Cutting,Rajajinagar Meadows,22.0,RD2723009533519581,10.42,108.99,18.1,127.09,Paytm
cab economy,2024-07-09,02:35:44.799350,completed,Koramangala ,Kothnur Way,19.0,RD9492425563728634,6.32,,,,
bike,2024-08-09,16:06:02.799350,completed,Bagalur Cutting,Dodda Banaswadi Woods,44.0,RD1630219450548509,13.17,136.16,16.13,152.29,QR scan
cab economy,2024-07-15,10:35:35.799350,completed,Benniganahalli Landing,Anjanapura Ridge,81.0,RD2431751706287139,13.66,436.49,0.04,436.53,Paytm
auto,2024-08-02,18:17:33.799350,cancelled,Tavarekere Valley,Bagalur Circle,17.0,RD5803286306664756,2.99,,,,
cab economy,14/08/2024,14:16:33.799350,completed,Kadubeesanahalli Heights,Kothaguda Cross,40.0,RD7430953788168779,12.5,283.29,6.43,289.72,Amazon Pay
auto,2024-07-08,05:01:24.799350,completed,Kanakapura Place,Doddanekundi Cut,34.0,RD2749646045528727,8.16,228.62,9.9,238.52,GPay
bike lite,2024-08-11,18:55:27.799350,cancelled,Amruthahalli Yard,Bhuvaneshwari Nagar 1st Stage,45.0,RD9394815616231479,10.69,,,,
parcel,2024-06-18,09:28:40.799350,cancelled,Koramangala ,Ramamurthy Nagar District,5.0,RD1121515809874672,1.0,,,,
cab economy,2024-06-27,05:04 PM,completed,Srirampura Side,Babusapalya 4th Stage,41.0,RD6017671207661240,11.21,478.68,3.14,481.82,
auto,2024-08-14,02:05:41.799350,completed,Nayandahalli Commons,Amruthahalli Fork,23.0,RD2751507528893379,1.9,116.22,1.18,117.4,Paytm
parcel,06/07/2024,22:29:43.799350,completed,Rajajinagar Boulevard,Kothanur Pointe,10.0,RD5281690107135981,1.45,36.33,6.49,42.82,Paytm
bike,2024-07-16,08:21:57.799350,completed,Srirampura 3rd Stage,Electronic City Close,29.0,RD5886763979269781,5.44,94.2,38.58,132.78,Amazon Pay
 cab economy,2024-07-17,20:33:47.799350,cancelled,Kormangala,Devarachikkanahalli Side,33.0,RD6690126800551932,12.79,,,,
bike,2024-06-17,11:06:53.799350,completed,Vijayanagar Crescent,Balagere Park,19.0,RD2479710557138380,4.98,58.36,20.59,78.95,GPay
bike,2024-08-10,01:14:40.799350,completed,Kalyan Nagar Loop,Kaval Byrasandra Landing,7.0,RD6357564968434373,2.5,40.28,34.99,75.27,QR scan
bike,2024-08-03,22:17:31.799350,completed,Bommasandra Cove,Horamavu Banaswadi 1st Stage,25.0,RD8830761675698619,7.08,80.56,0.02,80.58,Amazon Pay
bike lite,2024-07-14,16:44:13.799350,completed,Naganathapura 1st Stage,HRBR Layout Park,10.0,RD2236533911362321,2.36,25.94,2.8,28.74,QR scan
bike lite,2024-06-17,21:32:08.799350,completed,HSR Layout Quarters,Ashok Nagar Pier,11.0,RD3815094302490215,5.23,43.54,5.38,48.92,Paytm
bike,2024-06-20,11:17:41.799350,completed,Koramangala ,Jakkur Square,31.0,RD0195997120726304,9.61,102.84,8.49,111.33,Paytm
parcel,2024-07-12,05:51:20.799350,cancelled,Kasturi Nagar 2nd Stage,Nayandahalli Commons,10.0,RD3123330084267344,3.44,,,,
bike,2024-07-07,02:00:53.799350,cancelled,Bommanahalli Place,Hulimavu Bay,12.0,RD9378684513652289,1.31,,,,
auto,2024-06-25,22:14:10.799350,completed,Anekal Road,BTM Layout Cut,18.0,RD8298907455215085,5.69,124.29,1.69,125.98,GPay
auto,2024-07-29,23:18:20.799350,completed,Nayandahalli Arcade,Pai Layout Square,43.0,RD1084027543368252,8.32,238.92,0.9,239.82,Paytm
bike,2024-07-19,03:53:48.799350,completed,Tavarekere Square,Adugodi Commons,12.0,RD3277619240186308,2.52,,,,
cab economy,2024-07-02,14:50:50.799350,completed,Kaval Byrasandra Heights,Banaswadi Village,34.0,RD5395172699782160,14.33,316.27,14.36,330.63,Paytm
auto,2024-07-20,23:39:01.799350,completed,Yelahanka Commons,Vidyaranyapura Mews,6.0,RD6843150002492155,3.08,96.06,1.11,97.17,Amazon Pay
cab economy,2024-06-30,03:05:51.799350,completed,Begur Track,Horamavu Valley,18.0,RD6805734929542459,8.56,293.47,5.1,298.57,Paytm
bike lite,2024-08-03,04:07:22.799350,completed,Sarjapur Extension,Marathahalli Depot,10.0,RD4063258631800312,1.63,35.53,16.38,51.91,GPay
Bike,2024-06-22,18:18:50.799350,completed,Sahakar Nagar 2nd Stage,ITI Layout Enclave,13.0,RD1808321888220402,1.89,46.21,4.13,50.34,GPay
bike,2024-07-28,21:29:37.799350,completed,Ramnagar Square,Shivaji Nagar Place,52.0,RD5111266865006412,15.63,158.48,5.69,164.17,Paytm
auto,2024-08-06,06:55:33.799350,completed,Marathahalli Landing,Anekal Lane,27.0,RD3827689297411350,7.35,166.39,3.73,170.12,Paytm
bike,2024-08-10,22:17:19.799350,completed,Kanakapura Zone,Magadi Road Meadows,25.0,RD4679514351054707,9.82,86.04,9.91,95.95,Paytm
bike,08/07/2024,23:03:50.799350,completed,Indiranagar Hills,Indiranagar Circle,15.0,RD5022846936026881,3.48,69.39,3.31,72.7,Paytm
bike,2024-08-08,06:54:31.799350,completed,MG Road Area,Anjanapura 5th Block,31.0,RD7777814214076726,9.52,,,,
cab economy,2024-07-20,21:26:21.799350,completed,Billekahalli 6th Stage,Chikkabellandur Fork,29.0,RD0360833623799940,7.81,230.81,0.44,231.25,QR scan
parcel,2024-07-23,21:55:03.799350,completed,Anjanapura Garden,Vasanth Nagar Arcade,8.0,RD8911468376349221,2.34,43.73,23.85,67.58,Amazon Pay
parcel,2024-08-08,22:07:20.799350,completed,HRBR Layout Valley,Jalahalli Arc,9.0,RD1400288193404370,4.61,64.14,0.32,64.46,Amazon Pay
bike lite,2024-08-04,08:22:10.799350,completed,Srirampura Extension,Dodda Banaswadi Station,12.0,RD7393375598946891,2.04,45.21,36.31,81.52,QR scan
